age,income,policy_amount,num_claims,fraudulent
26,33886,28738,0,0
60,51823,32436,3,0
75,58948,38085,3,0
70,33322,27921,0,0
42,93330,17666,1,0
42,26162,13896,2,0
78,25905,18785,4,0
66,77483,32450,2,1
38,58457,25628,0,0
26,35380,44653,1,0
72,35508,48469,4,0
65,39676,36903,4,1
55,92433,9006,1,0
39,21564,17002,4,0
60,33870,32600,4,0
40,34219,26026,1,0
66,39880,18950,0,0
21,30379,34763,0,0
46,74294,29584,4,0
32,22948,25038,0,0
18,55902,47283,0,0
71,28969,43207,4,0
47,82805,48256,4,0
46,40646,40371,0,0
37,80566,10747,3,0
50,75818,41301,1,0
58,83451,28949,0,0
61,23678,46352,0,0
53,88879,7966,3,0
77,24014,34240,2,1
39,25107,49088,2,0
30,57423,35911,1,0
24,52332,48526,4,0
25,54010,12571,0,1
45,22661,24391,3,0
62,24798,44974,4,0
60,86076,46152,4,0
26,42329,46286,2,0
42,76060,36202,0,0
73,45850,41888,1,0
33,23157,25581,3,1
27,57485,42605,0,0
28,25336,9025,4,1
48,92701,42025,4,0
29,62280,46845,1,1
77,72145,8953,2,0
48,99290,23678,1,1
31,25209,11317,1,0
68,81402,41235,0,0
61,27645,22416,2,1
49,58508,6471,4,1
67,77822,10113,2,0
70,26018,36507,0,1
34,70908,12739,0,0
52,46374,6148,1,0
18,25713,29616,0,1
46,21026,27864,2,0
68,90009,25140,1,0
78,90203,36045,1,0
21,71106,49716,1,1
40,53452,20545,2,0
45,23268,45176,1,0
33,20658,16602,3,1
29,54064,16158,3,0
70,54293,18303,2,0
38,63042,28047,4,0
62,27792,41564,4,0
34,26604,8447,1,1
57,67821,13276,2,1
30,58557,33878,1,1
69,27420,16610,1,0
75,58521,17737,3,1
49,81951,48123,0,1
54,43018,9457,2,1
67,83076,16151,0,0
32,25108,15422,3,0
29,90783,15915,0,1
78,93937,7639,3,1
66,37007,30606,4,1
74,29997,45455,3,0
32,25261,18698,2,0
51,89804,18681,4,0
23,91520,18050,1,0
34,40926,32235,2,0
65,85546,10902,2,0
66,37144,27211,2,0
74,45903,25193,0,0
37,21177,35294,0,0
26,80952,14785,1,0
76,29168,19306,0,0
22,22389,37222,2,1
40,26364,20017,3,1
50,47033,14312,1,0
55,68545,31257,1,0
73,31865,6924,2,0
31,38936,7440,4,0
34,97863,28397,0,0
74,23741,41210,4,1
36,23839,35737,2,0
50,39139,22591,4,0
18,66905,10582,2,0
30,72749,46021,0,0
63,45036,13354,0,0
44,65272,9647,1,1
23,21740,19514,4,0
76,78788,47043,4,1
23,51611,18539,4,1
50,90827,48575,4,0
47,51109,15985,3,0
63,39481,19419,1,1
52,25247,41554,1,0
40,73621,31616,3,0
27,41383,16304,4,0
68,84535,46397,3,0
36,45319,30104,4,1
68,59334,46064,3,0
45,43728,45028,1,0
40,50442,30814,3,1
21,62521,33552,2,1
37,84777,37439,4,0
36,32137,15456,3,1
59,63636,29726,4,0
44,34905,39561,0,0
74,50024,44724,4,1
51,84966,30206,3,0
21,37702,34317,4,0
73,36505,15159,2,0
55,89790,29491,2,1
79,81071,5206,3,0
24,28498,40590,3,0
65,97710,30409,4,1
78,78456,49733,1,0
24,49733,32211,2,0
67,87432,25705,2,0
69,77158,19114,0,0
43,23911,27633,0,0
43,69105,24531,1,1
71,93876,42379,2,0
36,84322,36667,3,0
26,56672,17474,2,0
78,90412,45902,3,1
37,86239,8719,3,1
59,83804,49994,1,1
62,81727,27478,2,1
67,26440,23449,4,0
33,87560,25764,2,0
71,35751,48939,2,1
34,32730,18301,0,0
39,84792,32528,1,1
30,41380,29569,4,0
29,48972,11400,4,0
27,84385,47202,4,1
18,57113,15883,3,0
49,30149,31543,1,1
47,75014,23788,0,0
25,58402,32231,3,0
38,69557,34969,4,0
39,20243,44245,3,0
35,22414,31412,3,0
19,23856,45303,4,0
65,91799,11140,4,0
61,78949,27542,0,0
26,61392,37946,1,1
20,32470,44005,2,1
71,33772,26324,2,1
43,47382,16658,2,0
38,89662,37795,0,0
47,33584,32320,3,0
45,43391,19410,4,0
53,56965,46013,1,0
43,32097,46280,2,0
51,38839,41398,1,0
25,57693,28287,1,1
27,71988,32881,4,0
65,69769,35467,0,0
72,22469,18541,4,0
60,32468,10921,0,1
67,59025,5331,3,0
71,23165,39485,1,0
31,77603,38084,2,0
57,96906,27628,1,0
72,63251,19583,4,0
32,67526,8551,0,0
34,48942,43866,3,0
70,65017,40685,3,0
35,80555,12792,0,0
49,52209,33892,0,0
55,59365,30938,0,0
40,21407,46107,3,0
79,84081,20348,1,1
63,45976,28847,1,0
40,61969,47692,3,0
52,58325,12574,2,0
56,76741,40396,4,0
32,35515,25957,3,1
70,56174,19111,2,1
41,97330,36767,4,0
45,25700,29432,1,1
33,93663,17210,0,0
33,73379,6209,4,1
57,47391,21553,0,0
56,96276,47527,2,0
23,87081,36157,3,0
19,77284,36736,3,0
71,82206,25780,0,0
30,98593,20023,4,0
61,79485,24819,4,0
64,91539,6877,2,0
76,54032,25436,3,0
26,38156,40803,0,1
51,69316,8248,1,0
34,68787,15383,3,1
44,61579,13714,3,0
46,77574,41320,2,0
54,92261,37235,3,0
60,79235,26989,2,0
39,72904,7706,2,0
68,56740,21219,1,0
41,93130,37668,4,0
24,69554,7532,3,0
51,27199,41276,2,1
65,59032,21849,2,0
29,24480,40793,4,1
40,50435,7537,4,0
32,50120,37867,2,0
50,92155,13307,3,1
74,22607,34051,3,0
30,94918,32447,3,0
40,94116,15302,4,0
55,42026,11275,3,0
49,37173,47231,3,0
62,54262,19730,3,0
67,71903,24074,4,0
52,67156,39202,0,0
18,92246,6902,0,0
64,97764,40791,3,0
75,82301,18739,0,1
62,84314,44581,3,1
22,40449,32351,4,0
74,50466,20685,3,0
30,44279,23977,1,0
71,31837,44286,2,0
22,44209,42707,4,1
77,32220,42161,1,0
49,23965,12139,1,1
68,62276,33967,2,0
38,47230,33786,1,0
41,61920,19828,2,0
77,85165,12224,3,0
35,81544,49173,4,0
38,43036,44630,4,0
71,85322,36371,4,0
27,24847,15858,2,0
41,70772,43772,2,1
57,32893,39594,1,0
64,24649,38793,4,1
38,50571,5785,1,0
42,31613,36114,3,0
69,73833,32865,1,1
77,82423,10186,4,0
74,61382,12236,2,1
76,72348,44369,1,0
40,73705,38994,1,0
39,95642,7640,2,1
21,97813,41417,2,0
51,75817,34617,4,1
73,98669,43405,3,0
23,64142,40971,4,0
45,90182,14992,1,0
48,33708,45003,4,1
52,26090,12293,4,1
56,72902,47376,2,0
59,63752,29234,3,0
40,39643,35748,3,0
23,59647,27322,4,1
33,85082,39729,2,1
19,92974,11947,2,0
41,38474,5843,1,0
34,57402,31216,0,0
62,36504,48269,1,0
18,26768,47660,1,0
23,94043,48299,1,0
22,20620,12403,0,0
74,40447,26013,2,0
62,39118,6604,2,0
77,82051,47229,3,1
72,66599,17862,3,0
67,86494,16594,4,0
46,30200,11506,4,0
29,78704,38298,4,0
56,73487,7790,3,0
64,66465,41709,3,1
20,49840,17414,1,1
65,38435,30233,2,0
18,67897,47824,3,0
44,83876,26617,0,1
65,69412,47128,1,0
41,92282,10792,0,0
79,48484,37723,0,0
61,58658,23870,2,0
36,26053,48415,0,0
76,75251,19924,0,0
25,60645,24227,0,0
72,22545,45557,0,0
61,99983,31306,1,0
64,97213,49771,1,0
19,28560,33618,2,1
78,82375,24622,2,0
47,23662,43052,0,1
47,98591,7689,4,0
66,59497,49293,0,1
56,72606,19899,0,1
62,82112,41100,2,1
49,98334,11954,3,0
18,90344,45031,2,0
55,28048,30956,1,0
30,98643,36089,2,0
28,26520,44818,3,0
27,36928,26645,0,0
65,75368,18057,3,1
76,43501,47150,2,1
43,73751,12870,4,0
73,56191,22726,1,0
72,49476,9753,3,1
37,46948,12136,2,1
34,24483,32982,0,1
34,76123,30564,2,0
21,59887,49505,0,0
22,96254,5121,4,0
77,81055,7214,1,1
40,51257,46793,3,1
63,38327,39837,2,0
69,91304,15076,2,1
27,44866,17248,3,0
63,64649,6962,0,0
45,29166,25407,1,0
50,29042,29983,4,0
60,31969,34153,3,0
43,71880,11442,1,0
72,92739,23753,2,0
67,83588,31738,1,0
65,24641,23703,4,0
46,48536,45724,1,1
44,99910,10555,2,0
35,34546,6892,4,1
57,34102,44175,4,0
77,29029,15489,4,0
27,67545,20213,2,1
75,31322,28893,0,0
59,32654,6489,2,0
22,76663,34753,0,0
27,95501,31628,0,0
67,79687,41777,2,1
38,27508,20982,1,0
41,67859,31476,2,0
55,42132,6821,4,1
20,85800,32486,1,0
57,36025,17552,3,1
48,97024,22656,3,1
79,85924,35814,3,0
58,87607,47846,4,0
54,44970,16058,4,1
78,67736,13888,0,0
19,99990,15556,4,0
19,27840,25598,0,1
56,49654,24225,3,1
66,97385,48209,2,1
59,72408,29325,2,0
61,95967,49084,4,0
51,42442,40132,3,1
59,85243,33320,3,0
37,26630,10363,0,0
50,67736,21300,0,0
21,33008,6117,3,0
62,67487,37295,4,0
61,88395,12447,4,0
28,22393,22196,3,1
78,75971,37805,2,1
59,99627,7460,2,0
64,88657,25103,0,0
22,94652,14046,3,1
42,90507,49906,2,1
66,49644,15440,4,0
77,56122,40122,1,0
54,23397,9042,1,0
51,74569,49023,3,0
26,97948,20329,0,1
23,72133,38461,1,0
35,68519,13739,4,1
31,91057,10976,4,0
36,49151,38890,4,0
31,23472,9368,1,1
57,71769,8023,2,1
34,25481,13975,4,0
77,58977,30785,0,0
52,39883,46899,3,1
46,44265,14522,3,0
59,72744,47721,3,1
34,43656,44428,2,1
76,29304,19176,3,0
60,65911,26433,3,0
25,63013,23605,1,0
18,97981,24126,2,1
62,60314,6096,2,0
70,42857,29575,1,0
53,48894,34840,0,0
24,58570,23487,3,0
63,86080,9729,0,0
22,59420,20229,1,0
41,76210,42067,1,0
45,47734,25046,1,0
79,56219,45975,1,1
60,86972,36185,4,0
34,75813,27381,1,1
54,31007,49382,0,0
37,48341,9174,1,0
20,69411,16764,0,0
54,93087,26882,1,1
43,98649,44175,1,0
32,68431,40120,4,1
68,24841,47471,1,0
65,60729,11883,3,1
25,96629,9220,4,0
30,93082,33293,4,1
65,77804,29656,3,1
20,72006,47604,4,0
18,41584,5174,1,0
26,80591,46307,3,0
48,39361,15104,1,0
58,67871,30966,4,0
71,34101,22822,2,0
43,62774,7925,3,0
34,62701,11986,0,1
73,33261,36293,4,0
51,33209,9819,2,0
26,48647,10371,4,0
79,28221,9703,1,1
73,67833,16984,1,1
68,45557,28096,1,0
30,27526,27761,2,0
22,21251,21741,1,1
58,52588,24781,4,0
30,74492,14280,4,0
18,26889,5292,4,0
42,49146,10443,3,1
64,72318,14182,4,0
21,93588,49362,1,0
53,57638,7576,3,0
69,21147,44046,3,1
27,22847,5819,3,1
45,80335,49450,3,0
74,53388,25609,2,1
79,84347,29313,4,0
23,59983,11712,2,0
44,63820,19857,0,0
73,46076,32083,2,1
29,50752,26072,3,0
79,80533,32565,4,0
69,36003,10751,4,1
65,92954,34285,1,1
20,37710,10614,2,0
63,85657,42402,4,0
50,57081,25740,0,0
27,70228,25028,0,0
48,40655,8207,2,0
32,28483,7656,1,0
24,60094,22634,0,0
53,61450,47772,1,0
31,45209,31418,2,0
73,66316,19158,4,0
65,38556,41666,1,1
31,47962,20096,0,1
20,35638,31881,1,0
66,58754,35109,4,0
70,92617,24257,4,0
63,74376,49251,0,0
67,33353,37720,1,0
20,91296,42907,1,0
79,33771,11567,3,0
39,86026,44324,0,0
36,24263,8460,1,1
52,27769,31968,2,0
29,45334,40282,3,0
71,52749,42052,0,0
22,31635,35312,4,0
27,85110,33015,0,0
58,21904,10504,2,0
50,90805,27446,2,0
30,50968,24553,4,1
52,21650,22048,4,0
68,32467,26721,4,0
49,66900,34100,3,0
28,55518,19911,2,0
65,88415,44507,4,1
55,24357,7632,2,0
41,30865,8065,3,1
52,88368,39657,3,0
36,81039,32694,2,0
23,91294,22343,4,0
57,22921,29733,0,0
71,24428,20406,1,0
62,93647,39775,2,1
61,72557,38489,3,0
79,32366,12700,4,0
59,66923,28902,1,0
52,50564,19654,2,0
21,95511,39022,0,1
50,22642,7345,0,1
30,33849,37872,3,1
73,39344,39429,3,1
53,41214,18170,3,0
71,58226,10418,2,1
60,42522,22475,0,0
36,26680,46497,0,0
60,32507,32296,3,0
29,94955,27123,3,0
28,69007,11960,4,0
23,69353,36943,0,0
29,88696,39339,3,0
44,64233,40783,3,1
58,70865,12006,3,0
42,27872,24830,4,1
59,27839,22813,0,1
20,35652,20593,0,0
20,26859,18819,0,0
37,53520,21625,4,0
45,98840,44854,2,0
40,69266,23451,4,0
65,89516,31454,1,0
20,59093,36613,4,0
59,71970,45106,1,0
41,69620,20575,3,0
60,20425,35563,1,0
57,93677,48848,4,0
23,70727,11887,2,0
37,95593,42903,0,0
28,69985,28834,4,0
49,67084,38068,0,1
77,89642,17452,1,0
44,21408,40596,3,1
38,75337,49722,3,0
61,59612,10377,4,1
65,59163,43475,1,0
67,35843,33264,1,0
30,69364,40168,0,0
39,48477,24542,1,0
52,81082,39317,2,0
64,47330,48878,3,0
39,57569,19256,2,0
45,68114,12965,2,0
38,87294,11902,0,0
63,84106,22261,1,1
35,58548,20088,0,1
48,82598,12009,3,1
77,31260,24464,0,0
78,52350,8534,2,0
63,61741,16799,0,0
54,65181,12791,1,0
38,20840,14512,0,0
31,82422,35651,1,0
42,37725,26720,2,0
44,32299,19563,1,0
57,70652,24220,1,0
77,91095,44081,1,0
77,52597,23501,1,0
40,28707,47094,3,0
48,68943,33673,4,0
64,83803,35622,3,0
77,95276,7717,0,1
46,23155,29510,3,1
64,43572,27798,3,0
47,79694,28825,1,1
68,86514,32167,0,0
43,96033,13381,0,0
37,64843,15961,2,0
55,55357,41147,1,1
36,43167,19349,3,1
44,91478,49517,2,1
42,38983,39337,2,0
57,55276,25309,3,0
55,65279,22871,0,0
69,79483,30143,1,0
40,91451,25207,1,0
46,22045,8504,3,0
32,62344,7622,1,0
76,29564,43287,4,1
20,31105,34477,2,1
27,76754,5913,2,0
32,40056,18055,4,0
73,83565,42997,1,1
33,67689,26585,0,1
34,52135,32309,4,0
36,52812,15864,4,1
28,90047,26781,2,0
65,42772,34052,0,1
22,27775,17597,0,0
22,74523,5541,1,1
75,30707,42630,0,1
31,33372,36983,1,0
67,81526,14398,3,0
43,85106,29759,4,1
25,73475,29105,4,0
22,77201,45948,1,0
24,47957,26118,1,0
33,76243,18748,1,0
72,93752,26073,4,0
31,95542,47216,1,0
54,53993,19132,4,0
73,54016,15943,4,0
58,45354,25480,2,0
21,68637,44919,2,0
53,24848,36081,3,0
65,62673,41548,3,0
73,31783,13474,0,1
34,84694,21255,1,0
64,81865,35888,4,1
53,73907,36608,0,0
23,70669,14401,2,0
33,30924,5440,4,0
46,90178,37421,0,0
53,90732,45057,2,1
55,96691,24163,3,0
54,97591,10036,1,1
65,40152,36657,1,0
79,28072,25726,0,1
74,64687,31517,2,1
65,41942,17475,0,0
27,67417,16547,2,0
58,81259,30132,2,0
53,25490,43011,1,0
46,41719,28417,3,0
31,69200,42110,3,0
21,58684,49437,4,0
61,38894,35032,2,0
73,50837,42822,1,0
59,72812,47786,2,0
53,87282,32932,4,1
67,93706,33651,1,1
62,76132,29570,2,0
30,98425,11415,3,0
63,80161,39662,3,0
35,39104,43227,4,0
50,35140,31328,3,0
38,28152,8518,2,0
33,68486,43449,4,0
32,58147,26460,0,0
71,28666,47440,4,1
74,54726,34396,3,1
22,68689,19399,1,1
78,66116,18704,4,0
23,91420,6698,2,0
55,97848,24954,4,0
20,23820,41194,3,0
65,24322,49664,4,0
29,58235,16416,2,1
53,79961,26169,2,0
50,70356,9574,3,0
53,44923,38158,2,1
50,53750,17699,3,1
48,41983,22665,4,0
38,25905,20936,4,0
44,75483,34540,0,0
44,45028,21890,3,0
25,89609,39490,1,0
73,72046,22341,3,1
54,22234,43626,4,0
79,93167,31310,4,0
49,75011,44205,2,0
43,32061,10596,0,0
19,69253,10949,1,0
29,64667,35386,0,0
39,78796,11621,3,0
34,84065,48571,3,1
24,96386,7889,4,1
60,50638,45545,2,0
21,43884,22726,1,1
54,50697,10514,2,0
55,27114,44983,1,1
49,50550,33656,0,1
28,27469,14828,4,0
18,67771,33085,2,0
42,26492,28002,3,0
59,21971,20281,4,0
69,66350,36471,1,0
41,29644,12753,4,0
70,84194,13741,3,1
60,32534,7005,3,0
73,32768,32141,1,1
34,42625,46718,4,1
25,48660,12364,2,1
76,95176,15117,4,0
62,40032,29686,3,0
44,84935,6823,1,0
69,57892,25005,0,1
35,94186,6138,0,0
44,88379,39488,4,0
39,44357,28015,3,0
33,20497,7412,4,0
19,22134,18795,1,1
22,38833,38534,2,0
35,90948,18119,0,0
20,52666,16573,4,0
44,76600,48120,3,1
71,89828,14485,0,1
34,20026,31943,0,0
33,32108,9017,2,0
23,34470,42038,4,0
68,49785,28570,2,0
24,22253,29512,3,1
67,84538,33797,3,0
31,84889,14186,4,1
55,40026,27781,0,0
57,72807,39619,1,0
32,82878,32552,2,1
64,64258,11910,0,0
64,66147,8871,3,1
65,65417,19627,3,0
50,21086,24607,0,0
60,44406,33586,0,1
44,95443,14414,3,1
46,92659,45749,2,0
74,27084,30516,2,1
54,73493,49211,0,0
22,42805,44129,4,1
46,81786,25300,3,0
49,34248,12487,1,0
77,90003,39838,3,1
70,45384,13828,2,0
23,22896,42574,2,0
19,30362,11842,1,0
23,76032,48336,2,0
63,81022,25059,1,0
60,28937,45629,2,0
21,67391,36430,1,0
73,58696,23909,4,1
46,73954,34930,3,0
76,31226,44467,2,0
42,36858,7635,0,0
26,76848,27156,1,0
73,59300,28221,1,1
20,61470,17406,1,0
43,45113,42927,2,0
65,72096,5259,3,0
60,42016,24380,0,0
44,90920,29192,1,0
53,37750,46025,1,1
49,37445,20733,1,1
18,55075,33653,1,1
74,36691,20593,0,0
70,94724,17316,1,0
71,45860,21032,0,0
33,50171,39434,0,0
68,49421,30235,1,1
65,62089,26383,4,0
28,51990,33117,0,0
43,85839,10714,4,0
57,26486,11043,0,1
72,91102,45520,2,0
18,89427,12522,1,0
43,29046,16553,2,1
45,49741,48078,0,0
70,79089,33509,2,1
75,25724,41528,1,0
26,68347,34784,1,1
77,42664,13368,0,1
76,90886,11170,0,1
61,99561,45896,4,0
39,29164,14504,3,0
25,94906,44751,2,0
75,52872,36536,4,0
66,79879,34246,2,0
59,67037,25383,1,0
44,42985,49007,0,0
56,77868,13722,2,0
36,97925,16609,3,1
42,39347,49610,1,0
55,61623,39029,1,1
38,36360,10282,4,0
41,34214,24270,3,0
41,47222,26326,1,0
77,92279,33964,3,0
77,54303,26531,0,0
36,34698,29354,3,0
67,49602,20983,4,0
64,34947,43639,4,0
19,72338,23162,2,0
31,55537,42528,0,0
70,42469,25744,0,1
49,26486,39748,3,0
59,92777,33128,4,0
49,39371,29976,4,0
45,52524,27987,4,0
65,85101,25021,0,0
56,42474,28684,4,0
57,98203,30790,2,0
59,99337,6147,1,0
64,67141,10550,4,1
57,24405,28769,2,0
30,22153,49908,2,1
29,45131,40218,1,0
25,39680,12138,0,1
32,73644,21328,4,1
43,48283,44125,2,0
29,80357,14065,2,1
60,39646,13565,1,0
68,59804,37079,2,0
63,36036,6194,4,1
44,26726,44255,0,0
35,61160,34533,2,1
62,38274,24865,0,0
53,30168,10615,2,0
66,35103,45226,2,1
68,50567,20084,4,0
44,98743,13016,0,0
26,43691,36156,3,0
72,89092,31725,4,1
56,60072,39825,0,0
18,74118,49072,0,0
24,53133,23801,0,0
43,35893,40600,3,0
24,20656,42246,4,0
69,61120,27854,3,1
24,77518,42386,2,0
25,39854,19142,1,0
33,73212,22393,3,0
20,69696,8778,2,0
62,97582,38709,3,0
27,86492,41371,0,0
67,77795,41748,1,0
24,44560,20318,1,0
38,71317,42136,2,0
70,98572,46461,3,1
79,99380,49778,3,0
54,20645,37671,3,0
48,53146,36970,2,0
40,59877,6250,3,0
74,72736,48348,1,0
44,64693,23703,1,0
73,40119,43678,4,1
39,67679,27922,3,1
56,33163,7957,3,0
74,50802,27722,1,0
79,72175,18894,1,1
44,30111,30772,0,0
71,79936,37754,0,0
66,85526,41042,4,0
21,41119,30632,1,0
41,81896,48218,4,0
40,55539,34484,3,0
65,75387,40816,3,0
36,62823,39674,1,0
59,89555,7939,2,1
20,67418,35550,4,0
44,68695,16670,2,1
20,81936,46500,3,1
45,36418,34606,4,0
34,46742,19431,3,1
48,99218,14049,0,0
27,68028,36693,1,0
66,97700,16028,0,0
39,27618,44226,4,0
47,88916,39520,0,0
79,74628,34587,4,0
66,34725,23050,2,0
38,61135,6863,1,1
53,90223,9461,2,0
70,65969,48373,3,0
40,87122,42980,1,1
55,28056,7118,0,1
29,90958,17613,4,1
42,80346,43394,1,1
71,20952,47309,3,0
74,32521,32467,2,0
37,30906,12358,3,0
66,88514,47030,0,0
66,62769,23137,4,0
59,51275,31712,4,1
24,63766,33434,0,1
46,32343,34922,4,0
65,97487,44128,1,0
46,97056,49447,1,0
30,96862,36572,0,1
20,50521,32517,0,0
19,20805,25649,3,0
33,55868,39156,4,0
47,54343,34927,2,0
55,97458,16591,0,0
23,94327,30832,3,0
62,55383,25102,0,0
24,35040,11914,0,1
22,45187,43289,1,0
73,82678,15875,4,1
24,46525,5425,0,1
51,58394,35600,4,0
49,83989,49984,3,0
66,59652,19743,0,0
30,97510,11918,2,0
47,94402,12008,1,0
42,69200,46176,2,0
38,35015,44081,1,0
77,80911,13801,0,0
76,76221,17645,0,0
38,40695,37953,4,0
45,44805,30300,1,1
65,44190,18157,3,0
75,27997,14015,2,0
37,42752,15169,3,0
51,38069,21273,1,0
22,81485,33465,3,0
35,77291,22568,1,0
77,50508,29759,4,0
56,71574,24992,4,0
60,71902,19477,3,1
74,82426,41534,3,0
74,28524,14811,1,0
28,30071,42094,4,0
71,61466,29019,3,1
34,70094,21262,1,0
65,95317,7435,1,0
62,60239,5734,3,0
39,67560,37925,2,0
54,65924,43072,0,0
37,74542,37759,1,1
65,69264,12764,4,0
77,87799,22459,0,0
71,58022,10122,1,1
71,55579,35342,2,1
65,32571,47821,0,1
65,68225,45958,4,0
63,27227,28135,0,0
23,61189,7964,3,0
51,34207,30464,1,1
31,98208,18578,3,0
65,73406,29406,2,0
40,61783,42893,0,1
79,48879,6133,3,0
37,48845,42006,2,0
30,30015,10786,3,1
64,41496,33878,4,0
61,20707,46125,3,0
58,37767,19595,1,1
49,46467,27477,3,0
43,27118,16948,3,0
67,83884,16403,3,0
70,31213,47935,3,1
31,28868,44079,3,0
69,71716,40923,0,0
74,62523,21804,0,0
53,54028,14921,4,0
25,30545,40603,0,0
57,20357,7085,2,0
39,41788,44837,1,1
39,36802,28854,3,0
33,74739,40153,3,0
44,21593,31353,3,0
73,24602,23761,4,0
77,95113,33870,4,0
78,30943,17292,2,0
77,53012,6455,3,1
27,90108,18682,4,0
42,36250,18182,3,0
48,64053,6890,0,0
38,59388,46609,3,0
44,91405,40196,2,1
34,91507,11209,2,0
50,69662,34250,4,1
48,81311,36635,3,1
67,99493,45816,2,0
59,91504,12282,0,1
43,76657,44961,4,0
38,93183,20918,0,0
53,45499,15446,2,0
18,51785,21456,4,0
21,94536,34954,3,0
21,72030,8457,1,0
43,57909,21296,3,1
21,54894,41853,3,0
66,92006,48037,0,1
26,35473,45356,3,1
47,40063,30602,1,0
68,98444,34192,4,0
62,31850,20223,4,0
21,20984,25880,1,1
22,70450,43551,0,0
78,76700,35663,1,0
62,92723,15228,4,0
40,40339,9749,1,1
33,58481,10045,0,0
39,84351,38615,3,1
54,72839,31071,3,0
25,84236,39163,4,1
65,99619,27958,0,1
79,68287,21922,3,0
50,80306,32995,3,0
72,72197,35177,3,0
77,45435,35426,2,1
55,87621,19113,3,1
60,50837,15386,2,1
33,55495,5901,1,0
22,59760,30245,4,0
33,42084,23267,4,0
24,57458,13331,2,0
68,71946,15860,0,0
18,86601,16110,2,0
26,89218,25543,3,1
35,79351,47254,0,1
62,67561,35393,4,0
75,70203,16074,1,0
64,28820,34702,1,1
20,77232,22800,2,0
41,38757,16264,2,0
45,66588,49292,2,0
27,28058,26347,2,0
26,99654,26505,4,0
30,56742,40350,3,0
65,92195,21742,4,0
52,76980,6500,1,0
71,90377,45887,1,0
40,38335,35117,1,0
64,67351,5814,3,0
34,88960,46555,3,1
63,67501,19539,0,0
24,75877,42834,3,0
69,34538,16187,1,0
33,23769,11086,3,1
70,51586,44062,3,0
57,87879,16510,3,1
53,88922,19129,2,1
37,72219,39832,3,1
41,55107,19200,2,1
64,20683,31113,1,1
22,86590,45132,0,1
62,81097,35141,4,0
23,83402,39132,0,0
45,43685,48788,4,1
76,85884,21650,1,0
79,36362,18408,2,1
22,20503,18594,3,0
66,61045,47230,2,0
56,33576,13226,4,1
55,53290,42649,3,0
19,80495,37212,4,1
60,31884,5067,4,0
56,71660,21572,3,1
71,45205,18232,0,0
38,83739,16146,0,0
57,52785,40906,4,0
54,21268,47291,1,0
76,86712,8190,2,1
35,38016,38620,0,0
71,81939,21042,3,0
65,98281,12353,4,1
63,97497,34645,2,1
29,69266,28621,2,1
34,61712,32634,4,1
54,26768,30332,2,0
63,79214,49956,1,0
55,38972,47267,4,1
32,93162,18930,2,0
24,83412,35641,2,0
31,65281,7595,0,0
67,48403,26851,2,0
18,50226,6218,2,1
55,69985,27283,0,0
20,48783,13675,4,0
54,93939,26067,0,0
61,88155,28831,3,1
48,86883,29384,3,0
60,88700,45527,1,0
30,99095,33564,2,0
65,47788,16741,3,1
35,27166,21665,4,0
34,55219,46589,4,0
34,85441,40234,3,0
78,20403,33894,0,0
28,95569,41943,1,1
37,47224,42689,0,0
27,23485,48689,1,0
46,94984,44324,3,0
65,85491,33040,0,1
51,98946,7936,3,1
34,34262,30927,1,0
71,95370,18514,4,0
79,47928,48265,0,0
69,83179,49398,3,0
59,54712,28697,1,0
30,54328,30412,4,0
61,51632,11139,0,0
64,57515,19098,1,0
56,82074,15258,0,0
44,92690,24385,0,1
71,84947,43767,2,1
70,48170,10074,3,1
43,66857,30008,2,0
45,69744,26932,0,0
30,97621,25731,1,1
29,25327,43887,3,0
61,81246,18083,1,1
45,53264,16825,1,0
19,98596,12050,4,1
54,35656,27326,0,0
74,38805,36368,1,0
74,48855,16149,0,1
51,24127,48745,2,1
40,81722,13412,2,0
75,58319,31736,1,0
79,89126,26039,0,1
69,32973,26561,4,0
62,68087,31820,3,1
46,77711,25192,2,0
52,47281,45642,2,1
28,36549,45653,4,0
65,81426,42499,1,1
50,47623,36379,2,0
68,24697,29339,2,1
28,35730,45334,3,0
26,48245,40048,4,0
31,64134,19360,4,1
26,51313,35096,0,0
56,85573,37038,4,1
65,73595,45887,3,0
20,49908,8508,4,0
46,87557,7118,0,0
36,59648,19360,3,0
53,57289,41213,2,0
49,82710,36957,1,0
24,28839,36260,2,0
72,88838,40586,0,0
45,28511,32907,3,0
61,95450,48102,2,1
79,29948,14605,0,0
35,64638,11363,2,0
77,25873,30481,1,0
22,51461,43155,2,0
40,93034,27133,2,1
72,47091,27720,2,0
39,91171,32967,0,0
43,72999,17183,3,0
59,53532,15414,4,0
29,42690,5111,0,0
57,37036,8379,4,0
36,65040,8151,4,0
64,76196,45413,2,0
18,67911,13604,1,0
20,64562,7651,4,1
44,30321,34631,4,0
35,49152,21308,2,0
67,74911,29761,1,0
47,20145,14768,2,1
79,90637,8158,4,0
19,24247,28775,0,1
22,95114,41845,4,0
46,89724,37818,0,0
50,83289,20485,3,1
59,63547,36255,1,0
37,22696,26787,3,1
47,82041,29611,2,1
59,39713,29852,4,0
22,64549,43583,3,0
67,63548,12153,1,0
38,72633,44093,0,1
75,24641,10931,0,1
32,91095,32040,2,0
37,31631,22272,2,0
